"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"AUMAU","AR Capital Acquisition Corp.","9.84","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/aumau",
"AUMAW","AR Capital Acquisition Corp.","0.24","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/aumaw",
"ARDM","Aradigm Corporation","7.52","$110.75M","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/ardm",
"PETX","Aratana Therapeutics, Inc.","17.23","$597.97M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/petx",
"ARCW","ARC Group Worldwide, Inc.","8.08","$121.85M","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/arcw",
"ABIO","ARCA biopharma, Inc.","0.71","$15.02M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/abio",
"ARCB","ArcBest Corporation","39.62","$1.03B","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/arcb",
"ACGL","Arch Capital Group Ltd.","59.26","$7.65B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/acgl",
"ACAT","Arctic Cat Inc.","29.96","$387.54M","1990","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/acat",
"ARDX","Ardelyx, Inc.","27.44","$508.74M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ardx",
"ARNA","Arena Pharmaceuticals, Inc.","4.56","$1B","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arna",
"ARCC","Ares Capital Corporation","16.39","$5.15B","2004","n/a","n/a","http://www.nasdaq.com/symbol/arcc",
"AGII","Argo Group International Holdings, Ltd.","54.19","$1.39B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/agii",
"AGIIL","Argo Group International Holdings, Ltd.","25.18","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/agiil",
"ARGS","Argos Therapeutics, Inc.","8.22","$161.57M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/args",
"ARIS","ARI Network Services, Inc.","3.5","$49.81M","1991","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/aris",
"ARIA","ARIAD Pharmaceuticals, Inc.","6.55","$1.23B","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/aria",
"ARKR","Ark Restaurants Corp.","23.24","$78.56M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/arkr",
"ARMH","ARM Holdings plc","47.41","$22.19B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/armh",
"ARTX","Arotech Corporation","2.3","$56.22M","1994","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/artx",
"ARQL","ArQule, Inc.","1.14","$71.56M","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arql",
"ARRY","Array BioPharma Inc.","7.4","$976.53M","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arry",
"ARRS","ARRIS Group, Inc.","26.38","$3.82B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/arrs",
"DWAT","Arrow DWA Tactical ETF","10.47","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dwat",
"AROW","Arrow Financial Corporation","25.86","$326.02M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/arow",
"ARWR","Arrowhead Research Corporation","6.65","$363.98M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/arwr",
"ARTNA","Artesian Resources Corporation","22.3","$198.51M","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/artna",
"ARTW","Art&#39;s-Way Manufacturing Co., Inc.","4.8712","$19.72M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/artw",
"ARUN","Aruba Networks, Inc.","17.07","$1.87B","2007","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/arun",
"ASBB","ASB Bancorp, Inc.","20.37","$89.19M","2011","Finance","Savings Institutions","http://www.nasdaq.com/symbol/asbb",
"ASNA","Ascena Retail Group, Inc.","11.95","$1.94B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/asna",
"ASND","Ascendis Pharma A/S","18.83","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/asnd",
"ASCMA","Ascent Capital Group, Inc.","43.77","$603.15M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ascma",
"ASTI","Ascent Solar Technologies, Inc.","0.61","$9.91M","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/asti",
"APWC","Asia Pacific Wire & Cable Corporation Limited","2.47","$34.09M","n/a","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/apwc",
"ASMI","ASM International N.V.","40.75","$2.59B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/asmi",
"ASML","ASML Holding N.V.","104.64","$45.75B","1995","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/asml",
"AZPN","Aspen Technology, Inc.","33.02","$2.99B","1994","Technology","EDP Services","http://www.nasdaq.com/symbol/azpn",
"ASMB","Assembly Biosciences, Inc.","8.33","$88.69M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/asmb",
"ASFI","Asta Funding, Inc.","8.52","$110.64M","1995","Finance","Finance Companies","http://www.nasdaq.com/symbol/asfi",
"ATEA","Astea International, Inc.","1.7","$6.1M","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/atea",
"ASTE","Astec Industries, Inc.","35.46","$813.05M","1986","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/aste",
"ALOT","Astro-Med, Inc.","14.99","$108.52M","1983","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/alot",
"ATRO","Astronics Corporation","55.01","$1.2B","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/atro",
"ASTC","Astrotech Corporation","2.9","$57.12M","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/astc",
"ASUR","Asure Software Inc","5.47","$33.09M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/asur",
"ATAI","ATA Inc.","4.88","$112.46M","2008","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/atai",
"ATRA","Atara Biotherapeutics, Inc.","22.75","$459.84M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/atra",
"ATHN","athenahealth, Inc.","142.575","$5.43B","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/athn",
"AFCB","Athens Bancshares Corporation","24.5","$44.14M","2010","Finance","Savings Institutions","http://www.nasdaq.com/symbol/afcb",
"ATHX","Athersys, Inc.","2.11","$163.56M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/athx",
"AAME","Atlantic American Corporation","4","$82.49M","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aame",
"ACFC","Atlantic Coast Financial Corporation","3.67","$56.92M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/acfc",
"ATNI","Atlantic Tele-Network, Inc.","67.33","$1.07B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/atni",
"ATLC","Atlanticus Holdings Corporation","2.58","$35.89M","1995","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/atlc",
"AAWW","Atlas Air Worldwide Holdings","45.53","$1.13B","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/aaww",
"AFH","Atlas Financial Holdings, Inc.","17.39","$204.71M","2013","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afh",
"ATML","Atmel Corporation","8.53","$3.56B","1991","Technology","Semiconductors","http://www.nasdaq.com/symbol/atml",
"ATOS","Atossa Genetics Inc.","1.21","$29.72M","2012","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atos",
"ATRC","AtriCure, Inc.","19.92","$547.22M","2005","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atrc",
"ATRI","ATRION Corporation","335.06","$652.51M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atri",
"ATRM","ATRM Holdings, Inc.","3.98","$4.72M","1993","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/atrm",
"ATTU","Attunity Ltd.","10.53","$159.84M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/attu",
"AUBN","Auburn National Bancorporation, Inc.","23.5","$85.62M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/aubn",
"ADNC","Audience, Inc.","4.13","$94.89M","2012","Technology","Semiconductors","http://www.nasdaq.com/symbol/adnc",
"AUDC","AudioCodes Ltd.","5.15","$220.35M","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/audc",
"AUPH","Aurinia Pharmaceuticals Inc","3.39","$107.86M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/auph",
"EARS","Auris Medical Holding AG","3.7536","$108.68M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ears",
"ASPX","Auspex Pharmaceuticals, Inc.","59.2","$1.63B","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aspx",
"ADAT","Authentidate Holding Corp.","0.72","$30.07M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/adat",
"ABTL","Autobytel Inc.","9.58","$86.5M","1999","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/abtl",
"ADSK","Autodesk, Inc.","54.59","$12.42B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/adsk",
"ADP","Automatic Data Processing, Inc.","84.53","$40.75B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/adp",
"AUXL","Auxilium Pharmaceuticals, Inc.","36.53","$1.86B","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/auxl",
"AVGO","Avago Technologies Limited","105","$26.81B","2009","Technology","Semiconductors","http://www.nasdaq.com/symbol/avgo",
"AAVL","Avalanche Biotechnologies, Inc.","41.01","$1.02B","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/aavl",
"AVEO","AVEO Pharmaceuticals, Inc.","0.95","$49.64M","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aveo",
"AVNW","Aviat Networks, Inc.","1.42","$88.51M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/avnw",
"AVID","Avid Technology, Inc.","12.94","$507.43M","1993","n/a","n/a","http://www.nasdaq.com/symbol/avid",
"CAR","Avis Budget Group, Inc.","59.06","$6.27B","n/a","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/car",
"AWRE","Aware, Inc.","4.98","$113.57M","1996","Technology","Semiconductors","http://www.nasdaq.com/symbol/awre",
"ACLS","Axcelis Technologies, Inc.","2.44","$273.29M","2000","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/acls",
"AXPW","Axion Power International, Inc.","0.54","$3.85M","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/axpw",
"AXPWW","Axion Power International, Inc.","0.153","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/axpww",
"AXGN","AxoGen, Inc.","3.49","$68.01M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/axgn",
"AXTI","AXT Inc","2.71","$88.99M","1998","Technology","Semiconductors","http://www.nasdaq.com/symbol/axti",
"BCOM","B Communications Ltd.","14.2","$424.42M","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/bcom",
"BOSC","B.O.S. Better Online Solutions","3.14","$4.2M","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/bosc",
"BEAV","B/E Aerospace, Inc.","59.72","$6.29B","1990","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/beav",
"BIDU","Baidu, Inc.","220.31","$77.27B","2005","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/bidu",
"BCPC","Balchem Corporation","53.43","$1.64B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/bcpc",
"BWINA","Baldwin & Lyons, Inc.","23.16","$346.83M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/bwina",
"BWINB","Baldwin & Lyons, Inc.","23.26","$348.32M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/bwinb",
"BLDP","Ballard Power Systems, Inc.","1.54","$203.44M","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bldp",
"BANF","BancFirst Corporation","56.77","$879.17M","1993","Finance","Major Banks","http://www.nasdaq.com/symbol/banf",
"BANFP","BancFirst Corporation","27.4","$27.4M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/banfp",
"BKMU","Bank Mutual Corporation","6.53","$304.06M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bkmu",
"BOCH","Bank of Commerce Holdings (CA)","5.7","$75.77M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/boch",
"BMRC","Bank of Marin Bancorp","49.01","$290.8M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bmrc",
"BKSC","Bank of South Carolina Corp.","14.9","$66.47M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bksc",
"BOTJ","Bank of the James Financial Group, Inc.","10.85","$36.51M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/botj",
"OZRK","Bank of the Ozarks","33.23","$2.65B","1997","Finance","Major Banks","http://www.nasdaq.com/symbol/ozrk",
"BFIN","BankFinancial Corporation","11.4","$240.56M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bfin",
"BWFG","Bankwell Financial Group, Inc.","20","$141.37M","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/bwfg",
"BANR","Banner Corporation","39.97","$782.28M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/banr",
"TAPR","Barclays Inverse US Treasury Composite ETN","25.94","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/tapr",
"BBSI","Barrett Business Services, Inc.","29.65","$211M","1993","Technology","Professional Services","http://www.nasdaq.com/symbol/bbsi",
"BSET","Bassett Furniture Industries, Incorporated","21.98","$230.81M","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/bset",
"BYBK","Bay Bancorp, Inc.","4.46","$49.2M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bybk",
"BYLK","Baylake Corp","12.24","$111.64M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bylk",
"BV","Bazaarvoice, Inc.","8.38","$658.96M","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/bv",
"BBCN","BBCN Bancorp, Inc.","13.08","$1.04B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bbcn",
"BCBP","BCB Bancorp, Inc. (NJ)","11.5","$96.45M","2005","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bcbp",
"BDCV","BDCA Venture, Inc.","4.93","$48.92M","2011","n/a","n/a","http://www.nasdaq.com/symbol/bdcv",
"BECN","Beacon Roofing Supply, Inc.","23.85","$1.18B","2004","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/becn",
"BSF","Bear State Financial, Inc.","10.81","$399.97M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bsf",
"BBGI","Beasley Broadcast Group, Inc.","5.32","$122.96M","2000","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/bbgi",
"BEBE","bebe stores, inc.","3.76","$299.34M","1998","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/bebe",
"BBBY","Bed Bath & Beyond Inc.","76.535","$14.21B","1992","Consumer Services","Home Furnishings","http://www.nasdaq.com/symbol/bbby",
"BELFA","Bel Fuse Inc.","21","$249.48M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/belfa",
"BELFB","Bel Fuse Inc.","24.19","$287.37M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/belfb",
"BLCM","Bellicum Pharmaceuticals, Inc.","24.9","$643.65M","2014","n/a","n/a","http://www.nasdaq.com/symbol/blcm",
"BNCL","Beneficial Bancorp, Inc.","10.81","$812.43M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bncl",
"BNFT","Benefitfocus, Inc.","24.81","$634.03M","2013","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/bnft",
"BGMD","BG Medicine, Inc.","0.97","$33.38M","2011","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/bgmd",
"BGCP","BGC Partners, Inc.","8.1","$1.78B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/bgcp",
"BGFV","Big 5 Sporting Goods Corporation","12.18","$270.08M","2002","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/bgfv",
"BIND","BIND Therapeutics, Inc.","7.12","$117.82M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/bind",
"ORPN","Bio Blast Pharma Ltd.","8.47","$120.53M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/orpn",
"BASI","Bioanalytical Systems, Inc.","2.09","$16.88M","1997","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/basi",
